Id,PostTypeID,CreationDate,Score,ViewCount,Tags,AnswerCount,FavoriteCount
"89373","1","2021-02-14 21:25:54","0","1169","<keras><tensorflow><pretraining>","1",""
"104413","1","2021-11-23 19:23:26","2","55","<r><regression><categorical-data>","0",""
"104430","1","2021-11-24 10:18:17","0","458","<multiclass-classification><roc>","0",""
"89403","1","2021-02-15 08:01:52","1","132","<deep-learning><image>","1",""
"104467","1","2021-11-25 05:07:45","0","24","<machine-learning>","0",""
"104475","1","2021-11-25 08:54:47","1","823","<machine-learning><decision-trees>","0",""
"104488","1","2021-11-25 16:46:32","1","61","<deep-learning><nlp><computer-vision><information-retrieval><information-extraction>","0",""
"104513","1","2021-11-26 09:20:39","0","256","<machine-learning><tensorflow>","0",""
"104525","1","2021-11-26 18:41:24","2","19","<similarity><distribution><distance>","0",""
"104541","1","2021-11-26 23:03:24","2","32","<python><keras><tensorflow><time-series><forecasting>","0",""
"104578","1","2021-11-28 00:56:44","1","14","<class-imbalance><bioinformatics>","0",""
"89438","1","2021-02-16 10:03:55","3","179","<convolutional-neural-network><correlation><convolution>","1",""
"104580","1","2021-11-28 02:57:13","1","18","<deep-learning><dataset><cnn>","0",""
"89443","1","2021-02-16 11:57:24","-2","3567","<python><pandas><aws><error-handling>","1",""
"104587","1","2021-11-28 10:57:07","1","65","<predictive-modeling>","0",""
"104593","1","2021-11-28 15:02:58","2","400","<r><visualization><graphs><ggplot2>","0",""
"89451","1","2021-02-16 15:51:50","1","132","<scikit-learn><data-analysis><python-3.x><descriptive-statistics>","1",""
"104608","1","2021-11-28 21:39:50","1","68","<classification><time-series><binary-classification><sparse>","0",""
"104610","1","2021-11-29 00:21:10","1","16","<python><keras><word-embeddings>","0",""
"89460","1","2021-02-16 19:32:53","1","182","<classification><model-selection>","1",""
"89473","1","2021-02-17 01:41:43","1","586","<scikit-learn><kernel>","1",""
"104615","1","2021-11-29 08:45:17","1","26","<machine-learning><dataset><data><data-cleaning><tokenization>","0",""
"104623","1","2021-11-29 12:58:58","0","22","<machine-learning><dataset><decision-trees><data-cleaning><data-science-model>","0",""
"104624","1","2021-11-29 14:29:21","2","1008","<r>","0",""
"89498","1","2021-02-17 14:02:16","2","860","<tensorflow>","1",""
"104625","1","2021-11-29 15:33:29","0","18","<machine-learning><deep-learning><methodology>","0",""
"89506","1","2021-02-17 18:09:03","3","129","<machine-learning><reinforcement-learning><dynamic-programming>","1",""
"104626","1","2021-11-29 15:55:32","1","21","<feature-selection><feature-engineering><features>","0",""
"104628","1","2021-11-29 16:46:53","1","26","<nlp><text-classification>","0",""
"104631","1","2021-11-29 17:45:11","2","49","<regression><data-cleaning><finance>","0",""
"104648","1","2021-11-30 08:38:27","0","400","<machine-learning><deep-learning><neural-network>","0",""
"104657","1","2021-11-30 12:11:51","1","24","<machine-learning><statistics><data>","0",""
"104665","1","2021-11-30 15:46:52","0","28","<neural-network><javascript>","0",""
"89537","1","2021-02-18 14:28:05","0","37","<time-series><regression><lstm><anomaly-detection>","1",""
"104673","1","2021-11-30 20:13:00","2","63","<deep-learning><classification><lstm><computer-vision><object-detection>","0",""
"104707","1","2021-12-02 11:53:07","0","160","<xgboost><softmax><transformation>","0",""
"104711","1","2021-12-02 14:38:27","2","26","<machine-learning><neural-network><feature-selection>","0",""
"104715","1","2021-12-02 16:43:56","1","31","<regression><machine-learning-model><forecasting>","0",""
"89568","1","2021-02-19 00:24:39","2","1010","<machine-learning><perceptron>","1",""
"104728","1","2021-12-03 04:21:47","1","31","<logistic-regression>","0",""
"89581","1","2021-02-19 05:27:44","-1","787","<python><pandas><dataframe>","1",""
"89582","1","2021-02-19 06:03:00","0","457","<machine-translation>","1",""
"104734","1","2021-12-03 10:50:43","1","21","<orange>","0",""
"89594","1","2021-02-19 10:37:33","0","81","<time-series>","1",""
"89607","1","2021-02-19 14:27:03","1","188","<machine-learning><deep-learning><time-series><lstm><data-science-model>","1",""
"104735","1","2021-12-03 11:14:44","1","92","<computer-vision><convolution><image-segmentation>","0",""
"104747","1","2021-12-03 15:28:54","0","53","<machine-learning><neural-network><weighted-data>","0",""
"89610","1","2021-02-19 14:59:22","1","226","<pandas>","1",""
"104760","1","2021-12-04 02:14:12","0","809","<machine-learning><data><data-science-model>","0",""
"104762","1","2021-12-04 06:13:08","0","47","<machine-learning><data-science-model><supervised-learning><k-nn>","0",""
"104789","1","2021-12-05 12:29:05","1","42","<pytorch><gpu><nvidia>","0",""
"104799","1","2021-12-05 17:31:30","1","50","<machine-learning><python><scikit-learn><dataset><lasso>","0",""
"104807","1","2021-12-06 01:50:59","1","16","<machine-learning><python><data-mining>","0",""
"104815","1","2021-12-06 07:47:42","1","151","<python><nlp><dataset><pandas><data-cleaning>","0",""
"104817","1","2021-12-06 09:04:26","1","3549","<loss-function>","0",""
"104823","1","2021-12-06 11:41:55","1","80","<machine-learning><python><deep-learning><classification><feature-engineering>","0",""
"104824","1","2021-12-06 11:44:53","2","435","<bert>","0",""
"89684","1","2021-02-21 02:18:22","0","3689","<bert><text-classification>","1",""
"89687","1","2021-02-21 04:12:32","0","31","<machine-learning><statistics><class-imbalance>","1",""
"104832","1","2021-12-06 16:42:06","2","112","<mathematics><collinearity>","0",""
"104834","1","2021-12-06 17:13:22","0","22","<machine-learning><scikit-learn><training><cross-validation><binary-classification>","0",""
"104836","1","2021-12-06 19:43:21","1","552","<time-series><data-mining><data-cleaning><normalization><google>","0",""
"104850","1","2021-12-07 10:58:52","0","40","<deep-learning><loss-function><accuracy><overfitting><validation>","0",""
"89700","1","2021-02-21 11:36:29","-1","667","<machine-learning><deep-learning><keras><tensorflow><convolutional-neural-network>","1",""
"104880","1","2021-12-08 04:07:16","1","12","<sql>","0",""
"104887","1","2021-12-08 11:07:39","1","96","<gaussian><markov-hidden-model>","0",""
"104897","1","2021-12-08 15:41:49","1","149","<feature-selection><rfe>","0",""
"89722","1","2021-02-21 20:48:41","4","4239","<keras><tensorflow><convolutional-neural-network><autoencoder><vae>","1",""
"104904","1","2021-12-08 18:04:52","1","47","<python><statistics><ab-test><causalimpact>","0",""
"104909","1","2021-12-09 02:29:07","0","341","<classification><nlp><bert><text-classification><text>","0",""
"104933","1","2021-12-09 16:52:11","1","12","<evolutionary-algorithms>","0",""
"89734","1","2021-02-22 08:13:35","1","142","<machine-learning><python><scikit-learn><multiclass-classification><naive-bayes-classifier>","1",""
"104939","1","2021-12-09 21:13:34","1","15","<dataset><data>","0",""
"89752","1","2021-02-22 15:45:54","2","95","<deep-learning><books>","1",""
"104952","1","2021-12-10 07:39:06","1","68","<linear-regression><data-science-model><correlation><hypothesis-testing>","0",""
"89756","1","2021-02-22 17:34:51","0","96","<machine-learning><nlp><pandas><text-mining><text-classification>","1",""
"89757","1","2021-02-22 17:42:40","1","20","<python><gensim><tokenization>","1",""
"104954","1","2021-12-10 09:05:06","2","34","<regression><lstm><rnn><recurrent-neural-network>","0",""
"104957","1","2021-12-10 10:10:38","1","20","<text-classification>","0",""
"104959","1","2021-12-10 11:10:09","5","91","<convolutional-neural-network><convolution><linear-algebra><matrix>","0",""
"89779","1","2021-02-23 05:35:18","0","62","<machine-learning><regression>","1",""
"104960","1","2021-12-10 11:31:36","2","72","<neural-network><cnn><image-classification><image-segmentation><faster-rcnn>","0",""
"104967","1","2021-12-10 17:35:02","1","58","<time-series><pandas><statsmodels><pacf>","0",""
"104971","1","2021-12-10 20:15:16","1","35","<loss-function><probability><information-theory><cross-entropy>","0",""
"104980","1","2021-12-11 01:17:04","1","48","<time-series><feature-engineering><bias><lightgbm><binary-classification>","0",""
"104982","1","2021-12-11 03:49:09","1","116","<convolutional-neural-network><pytorch>","0",""
"104983","1","2021-12-11 04:49:21","1","20","<gaussian><tsne>","0",""
"104985","1","2021-12-11 07:57:12","0","556","<keras><tensorflow><loss-function><image-segmentation>","0",""
"104987","1","2021-12-11 08:59:33","1","124","<deep-learning><autoencoder><vae>","0",""
"89820","1","2021-02-23 19:01:34","1","64","<clustering><statistics><descriptive-statistics>","1",""
"104990","1","2021-12-11 11:56:27","1","40","<neural-network><dataset><rnn><preprocessing><sequence>","0",""
"89824","1","2021-02-23 20:30:45","1","23","<machine-learning><feature-selection><text-mining><feature-extraction>","1",""
"105000","1","2021-12-11 18:37:50","1","88","<google-bigquery><google-cloud-platform>","0",""
"105002","1","2021-12-11 21:58:22","1","27","<data-quality>","0",""
"105017","1","2021-12-12 12:59:09","1","125","<machine-learning><data-mining><anomaly-detection><outlier><non-parametric>","0",""
"105025","1","2021-12-12 16:30:22","1","26","<machine-learning><neural-network><classification><regression>","0",""
"105037","1","2021-12-12 22:24:22","1","89","<neural-network><statistics><autoencoder><vae>","0",""
"105043","1","2021-12-13 00:11:22","1","19","<graphs><neo4j>","0",""
"105065","1","2021-12-13 13:40:13","1","355","<machine-learning><feature-extraction><shap>","0",""
"105067","1","2021-12-13 14:08:00","1","664","<machine-learning><deep-learning><training><feature-engineering>","0",""
"89884","1","2021-02-25 01:31:54","4","4458","<machine-learning><deep-learning><time-series>","1",""
"105070","1","2021-12-13 16:06:32","1","18","<neural-network><classification><predictive-modeling>","0",""
"89895","1","2021-02-25 09:04:59","1","44","<machine-learning><regression><xgboost>","1",""
"105078","1","2021-12-13 19:04:39","1","71","<python><classification><machine-learning-model><model-selection><mnist>","0",""
"89903","1","2021-02-25 11:36:00","1","348","<python><correlation><dimensionality-reduction>","1",""
"105096","1","2021-12-14 09:17:53","0","148","<tensorflow><lstm><convolutional-neural-network><overfitting><binary-classification>","0",""
"105099","1","2021-12-14 10:16:29","1","332","<time-series><forecasting><missing-data><data-imputation><kalman-filter>","0",""
"89935","1","2021-02-25 19:36:02","0","31","<dataset><data><data-science-model>","1",""
"105138","1","2021-12-15 08:19:44","0","790","<machine-learning><deep-learning><keras><tensorflow>","0",""
"89939","1","2021-02-25 21:55:17","0","368","<r><twitter><api>","1",""
"105143","1","2021-12-15 12:15:33","1","80","<image-preprocessing><self-study><question-answering>","0",""
"106175","1","2021-12-16 09:52:46","0","23","<cnn><convolutional-neural-network>","0",""
"106186","1","2021-12-16 12:49:19","1","339","<machine-learning><nlp><transformer><language-model><learning-rate>","0",""
"106198","1","2021-12-16 20:41:31","1","244","<keras><cnn><convolutional-neural-network><training>","0",""
"89957","1","2021-02-26 07:37:02","1","317","<machine-learning><deep-learning><time-series><lstm><feature-selection>","1",""
"106215","1","2021-12-17 10:42:09","1","116","<tensorflow><r><text-classification>","0",""
"106221","1","2021-12-17 14:30:51","2","50","<machine-learning><python><deep-learning>","0",""
"100048","1","2021-08-13 17:24:44","0","1744","<machine-learning><ai><game>","0",""
"100049","1","2021-08-13 17:26:04","0","142","<time-series><statistics><correlation>","0",""
"89987","1","2021-02-26 15:18:38","6","509","<tensorflow>","1",""
"100055","1","2021-08-13 20:27:16","2","1592","<machine-learning><scikit-learn><gridsearchcv>","0",""
"100070","1","2021-08-14 13:52:45","0","32","<machine-learning><scikit-learn><performance>","0",""
"100093","1","2021-08-15 11:59:31","0","83","<machine-learning><python><linear-regression>","0",""
"100163","1","2021-08-16 19:31:24","1","127","<machine-learning><python><time-series><linear-regression><algorithms>","0",""
"90007","1","2021-02-27 00:30:18","0","3444","<pca>","1",""
"100225","1","2021-08-18 11:21:34","1","38","<regression><data><prediction>","0",""
"100236","1","2021-08-18 15:54:12","1","77","<deep-learning><image-classification><computer-vision><object-detection>","0",""
"90015","1","2021-02-27 08:08:27","0","1769","<xgboost><class-imbalance><hyperparameter-tuning>","1",""
"106324","1","2021-12-21 17:00:10","1","37","<python><time-series><prediction><forecasting>","0",""
"106335","1","2021-12-22 08:10:46","0","51","<predictive-modeling><cross-validation><model-evaluations>","0",""
"106336","1","2021-12-22 08:43:57","0","42","<r><decision-trees>","0",""
"106346","1","2021-12-22 17:47:50","0","252","<python><time-series><prediction><accuracy><hyperparameter-tuning>","0",""
"106348","1","2021-12-22 18:11:12","0","355","<machine-learning><python><scikit-learn><cross-validation><dataframe>","0",""
"106356","1","2021-12-23 00:47:03","0","462","<machine-learning><classification><class-imbalance>","0",""
"106362","1","2021-12-23 08:05:05","1","93","<deep-learning><image-classification><computer-vision><accuracy><embeddings>","0",""
"106378","1","2021-12-24 02:54:56","1","18","<version-control>","0",""
"90062","1","2021-02-28 16:11:42","1","25","<scikit-learn><regression><random-forest>","1",""
"90066","1","2021-02-28 17:56:27","0","41","<variance><mean>","1",""
"106380","1","2021-12-24 05:34:33","0","778","<tensorflow><pip><conda>","0",""
"90081","1","2021-03-01 05:02:47","0","203","<python><deep-learning><classification><pytorch>","1",""
"106401","1","2021-12-24 21:12:03","1","58","<deep-learning><reinforcement-learning>","0",""
"90084","1","2021-03-01 08:22:57","2","11590","<machine-learning><python><jupyter>","1",""
"90089","1","2021-03-01 10:34:15","0","2761","<scikit-learn><multilabel-classification><labels><encoder>","1",""
"106405","1","2021-12-24 22:19:36","1","59","<machine-learning><feature-selection><class-imbalance><feature-scaling>","0",""
"106416","1","2021-12-25 10:26:23","2","21","<visualization><game>","0",""
"90096","1","2021-03-01 13:55:38","0","1432","<deep-learning><keras><tensorflow><lstm><rnn>","1",""
"106424","1","2021-12-25 20:29:05","1","18","<machine-learning><regression><feature-selection><bayesian><kernel>","0",""
"106432","1","2021-12-26 16:15:45","1","68","<r><logistic-regression><pca>","0",""
"106435","1","2021-12-26 17:30:05","1","93","<machine-learning><deep-learning><dataset><data-cleaning><data-analysis>","0",""
"106438","1","2021-12-26 19:16:00","1","22","<unsupervised-learning><topic-model><lda><dirichlet>","0",""
"106455","1","2021-12-27 12:59:19","1","83","<time-series><lstm><attention-mechanism><machine-translation>","0",""
"106466","1","2021-12-27 18:15:58","1","18","<language-model><gpt>","0",""
"106467","1","2021-12-27 18:46:56","1","27","<python><time-series><statistics><forecasting><python-3.x>","0",""
"106475","1","2021-12-28 00:53:53","1","116","<python><jupyter><plotly>","0",""
"106486","1","2021-12-28 13:41:32","0","111","<python><lstm>","0",""
"106508","1","2021-12-29 06:30:43","0","39","<nlp><transformer>","0",""
"106529","1","2021-12-29 15:21:05","0","27","<deep-learning><neural-network><keras><regression>","0",""
"106539","1","2021-12-29 19:12:36","1","136","<word2vec>","0",""
"106540","1","2021-12-29 19:24:54","1","30","<machine-learning><classification><data><data-cleaning><training>","0",""
"106573","1","2021-12-30 16:26:36","2","265","<python><keras><attention-mechanism>","0",""
"106576","1","2021-12-30 19:30:19","2","632","<python><naive-bayes-classifier>","0",""
"87392","1","2021-01-01 07:28:07","0","182","<machine-learning><python><deep-learning><image-classification><image-preprocessing>","1",""
"87404","1","2021-01-01 18:00:21","1","450","<reinforcement-learning><openai-gym>","1",""
"87417","1","2021-01-02 11:06:52","1","82","<visualization><graphs><tableau><powerbi>","1",""
"87418","1","2021-01-02 11:27:28","-1","215","<python><matplotlib><text>","1",""
"90219","1","2021-03-03 21:22:56","1","117","<unsupervised-learning><categorical-data><anomaly-detection><sparse>","1",""
"87422","1","2021-01-02 13:36:35","1","129","<clustering>","1",""
"90226","1","2021-03-04 04:42:52","0","301","<neural-network><deep-learning><nlp><attention-mechanism>","1",""
"87432","1","2021-01-02 23:22:51","2","1884","<scikit-learn><accuracy><metric>","1",""
"87437","1","2021-01-03 04:07:36","1","2263","<clustering><k-means><python-3.x><seaborn>","1",""
"87438","1","2021-01-03 04:55:11","-1","339","<scikit-learn><dataset>","1",""
"87464","1","2021-01-03 23:53:01","0","32","<classification><data-analysis>","1",""
"90263","1","2021-03-04 17:13:00","1","1107","<python><xgboost><data-science-model><matplotlib><gradient-boosting-decision-trees>","1",""
"87469","1","2021-01-04 06:59:42","2","5313","<deep-learning><keras><tensorflow><dataset>","1",""
"87470","1","2021-01-04 07:19:09","1","173","<overfitting><early-stopping><ngboost>","1",""
"87478","1","2021-01-04 10:46:26","0","47","<version-control>","1",""
"87482","1","2021-01-04 11:25:56","3","853","<data-science-model><gradient-descent><linear-models>","1",""
"87500","1","2021-01-04 21:09:22","1","374","<python><clustering><k-means>","1",""
"87507","1","2021-01-04 23:17:53","3","305","<explainable-ai><predictor-importance>","1",""
"87526","1","2021-01-05 09:23:12","0","615","<machine-learning><random-forest><xgboost><features><stacking>","1",""
"90312","1","2021-03-05 17:11:22","3","666","<neural-network><kernel>","1",""
"90320","1","2021-03-05 19:58:18","0","121","<regression><spss>","1",""
"87528","1","2021-01-05 09:34:23","1","377","<nlp><fasttext>","1",""
"87539","1","2021-01-05 14:54:48","3","642","<machine-learning><feature-engineering>","1",""
"87540","1","2021-01-05 14:58:21","2","54","<nlp><nltk><stanford-nlp>","1",""
"87542","1","2021-01-05 15:18:47","1","4562","<machine-learning><multiclass-classification><one-hot-encoding>","1",""
"90342","1","2021-03-06 21:25:02","0","56","<python><pandas>","1",""
"87547","1","2021-01-05 16:11:06","0","51","<data-cleaning><preprocessing><normalization><encoding>","1",""
"87555","1","2021-01-05 20:08:10","-2","110","<machine-learning><features>","1",""
"87559","1","2021-01-05 20:56:28","0","829","<machine-learning><feature-selection><preprocessing>","1",""
"90352","1","2021-03-07 13:11:19","0","262","<python><deep-learning><gradient-descent><matplotlib><mini-batch-gradient-descent>","1",""
"87564","1","2021-01-05 23:21:31","2","30","<machine-learning><statistics><structural-equation-modelling>","1",""
"87571","1","2021-01-06 07:05:20","5","1906","<lstm><bert><named-entity-recognition>","1",""
"87582","1","2021-01-06 10:28:19","3","259","<machine-learning><anomaly-detection><research><anomaly>","1",""
"90376","1","2021-03-08 12:11:34","3","700","<machine-learning><cross-validation><unsupervised-learning><isolation-forest>","1",""
"90381","1","2021-03-08 13:24:42","0","340","<data><feature-engineering><categorical-data><numerical>","1",""
"90385","1","2021-03-08 14:38:15","0","2497","<machine-learning><dataset><pandas><numpy>","1",""
"87587","1","2021-01-06 13:21:59","0","155","<tensorflow><data><data-science-model>","1",""
"87594","1","2021-01-06 16:13:54","0","197","<pandas><anomaly-detection><outlier><python-3.x><data-stream-mining>","1",""
"90398","1","2021-03-08 19:39:45","1","1606","<machine-learning><reinforcement-learning><mathematics><policy-gradients><actor-critic>","1",""
"87596","1","2021-01-06 17:14:40","1","1836","<machine-learning><classification><keras><tensorflow><image-classification>","1",""
"90402","1","2021-03-08 20:51:43","0","274","<convolutional-neural-network><similarity><distance><meta-learning>","1",""
"87597","1","2021-01-06 17:21:34","1","364","<python><nlp><data-cleaning>","1",""
"87600","1","2021-01-06 18:31:05","2","12758","<python><scikit-learn><pandas><random-forest><numpy>","1",""
"87601","1","2021-01-06 19:24:43","1","1381","<keras><cnn><performance>","1",""
"87602","1","2021-01-06 19:41:39","0","370","<reinforcement-learning><q-learning>","1",""
"87606","1","2021-01-06 20:42:18","1","736","<bert><transformer>","1",""
"87614","1","2021-01-06 23:49:34","1","1382","<python><prediction><one-hot-encoding>","1",""
"87617","1","2021-01-07 01:47:31","1","2102","<time-series><similarity><cosine-distance><dynamic-time-warping>","1",""
"87637","1","2021-01-07 15:43:05","3","2994","<bert><transformer><gpt>","1",""
"90448","1","2021-03-09 17:39:44","3","55","<machine-learning><deep-learning><keras>","1",""
"90450","1","2021-03-09 18:04:58","0","147","<word2vec>","1",""
"87652","1","2021-01-07 19:56:52","1","41","<dataset><clustering><predictive-modeling>","1",""
"87654","1","2021-01-07 20:25:56","1","1039","<machine-learning><python><scikit-learn><machine-learning-model><confusion-matrix>","1",""
"90486","1","2021-03-10 16:53:56","0","190","<r><reshape><transformation>","1",""
"87661","1","2021-01-08 01:42:57","1","761","<machine-learning><deep-learning><clustering><data-mining><similarity>","1",""
"90493","1","2021-03-10 22:24:07","1","554","<scikit-learn><nlp><sentiment-analysis>","1",""
"87662","1","2021-01-08 07:31:36","0","355","<nlp><pytorch><bert>","1",""
"87669","1","2021-01-08 10:08:28","2","323","<neural-network><cnn>","1",""
"87674","1","2021-01-08 11:47:07","2","4490","<mlp><deep-learning>","1",""
"87683","1","2021-01-08 14:25:41","2","251","<cnn><feature-selection>","1",""
"87691","1","2021-01-08 18:44:11","2","376","<scikit-learn><hyperparameter-tuning><grid-search><gridsearchcv>","1",""
"87692","1","2021-01-08 19:07:47","2","116","<visualization>","1",""
"87702","1","2021-01-09 00:44:38","1","243","<machine-learning><statistics><data-science-model><data-analysis>","1",""
"87703","1","2021-01-09 01:09:39","1","140","<python><neural-network><pytorch><optimization>","1",""
"87713","1","2021-01-09 14:27:41","1","300","<machine-learning><neural-network><deep-learning><matrix-factorisation><weight-initialization>","1",""
"87718","1","2021-01-09 18:12:35","1","61","<decision-trees><feature-engineering><recommender-system><feature-construction>","1",""
"87719","1","2021-01-09 19:41:02","1","651","<machine-learning><python><pandas><dataframe><missing-data>","1",""
"87720","1","2021-01-09 19:59:46","2","64","<machine-learning><deep-learning><recommender-system><time-complexity>","1",""
"87739","1","2021-01-10 03:03:29","1","952","<deep-learning><keras><tensorflow><image-classification><data-science-model>","1",""
"87756","1","2021-01-10 14:44:27","0","468","<r><dataset><dplyr>","1",""
"87762","1","2021-01-10 17:32:44","0","1817","<classification><random-forest><k-nn>","1",""
"87773","1","2021-01-10 22:20:44","0","52","<deep-learning><optimization>","1",""
"90609","1","2021-03-13 17:41:46","2","97","<machine-learning><algorithms><mathematics>","1",""
"87779","1","2021-01-11 01:46:38","0","124","<cnn><convolution><kernel>","1",""
"87781","1","2021-01-11 04:35:04","1","932","<classification><svm><tfidf>","1",""
"87782","1","2021-01-11 04:58:59","1","523","<nlp><nltk><named-entity-recognition>","1",""
"87785","1","2021-01-11 06:25:33","1","50","<time-series><forecasting>","1",""
"90638","1","2021-03-14 12:10:21","1","206","<data-cleaning><correlation>","1",""
"87801","1","2021-01-11 12:07:36","0","198","<pytorch><torch>","1",""
"90644","1","2021-03-14 16:05:30","1","43","<deep-learning><nlp>","1",""
"90650","1","2021-03-14 18:43:46","1","70","<regression><statistics><variance>","1",""
"87808","1","2021-01-11 14:53:29","1","1018","<deep-learning><tensorflow><data-science-model>","1",""
"87812","1","2021-01-11 18:26:43","2","47","<python><json>","1",""
"87820","1","2021-01-11 22:05:09","3","48","<machine-learning>","1",""
"87823","1","2021-01-11 22:21:51","0","133","<machine-learning><feature-selection>","1",""
"87825","1","2021-01-11 22:46:25","1","147","<python><text-mining><semantic-similarity>","1",""
"90669","1","2021-03-15 10:20:42","1","75","<deep-learning><neural-network><cnn><convolutional-neural-network><numpy>","1",""
"90672","1","2021-03-15 11:17:50","0","223","<python><pandas>","1",""
"87828","1","2021-01-12 03:02:16","1","105","<stemming>","1",""
"87829","1","2021-01-12 03:16:58","-1","484","<statistics><multiclass-classification><accuracy>","1",""
"87837","1","2021-01-12 08:05:30","1","31","<nlp><text-generation>","1",""
"87841","1","2021-01-12 10:09:55","8","1847","<tensorflow><data-science-model>","1",""
"87850","1","2021-01-12 11:55:46","2","44","<dataset><clustering>","1",""
"87851","1","2021-01-12 12:23:28","2","36","<classification><image-classification><machine-learning-model><image>","1",""
"90714","1","2021-03-16 02:42:07","1","171","<machine-learning><classification><clustering><decision-trees><feature-importances>","1",""
"87885","1","2021-01-12 21:30:25","1","91","<xgboost><class-imbalance>","1",""
"87898","1","2021-01-13 07:02:51","3","1372","<nlp><transformer><stanford-nlp><tokenization><huggingface>","1",""
"90727","1","2021-03-16 11:29:23","0","606","<dataset><class-imbalance><binary><features><self-study>","1",""
"90739","1","2021-03-16 14:44:16","3","5661","<pytorch><numpy><image-segmentation>","1",""
"87904","1","2021-01-13 09:36:03","2","206","<machine-learning><deep-learning><computer-vision>","1",""
"90759","1","2021-03-17 04:20:14","3","28","<databases>","1",""
"87905","1","2021-01-13 10:08:50","3","1886","<machine-learning><deep-learning><optimization><hyperparameter-tuning>","1",""
"87914","1","2021-01-13 13:58:22","0","61","<python><pandas><dataframe>","1",""
"90772","1","2021-03-17 11:48:11","0","2094","<python><keras>","1",""
"87917","1","2021-01-13 14:43:13","2","114","<dataset><data><bigdata><tools><version-control>","1",""
"87920","1","2021-01-13 15:19:17","1","80","<machine-learning><neural-network><training><overfitting>","1",""
"87928","1","2021-01-13 20:36:29","5","113","<r><data-analysis><experiments>","1",""
"87935","1","2021-01-14 03:34:56","2","842","<deep-learning><regression><dimensionality-reduction><embeddings>","1",""
"87940","1","2021-01-14 08:06:41","1","124","<nlp><data-mining>","1",""
"87943","1","2021-01-14 09:45:41","3","229","<python><nlp><language-model><grammar-inference>","1",""
"87949","1","2021-01-14 12:07:23","0","88","<tensorflow><cuda>","1",""
"87951","1","2021-01-14 14:22:59","0","475","<machine-learning><classification><binary>","1",""
"87974","1","2021-01-14 18:56:42","0","4056","<python><deep-learning><pytorch><gan><convolutional-neural-network>","1",""
"87981","1","2021-01-14 21:55:42","3","1585","<machine-learning><python><nlp><text><named-entity-recognition>","1",""
"87983","1","2021-01-14 22:13:15","4","256","<scikit-learn><logistic-regression><classifier>","1",""
"90842","1","2021-03-18 16:32:50","5","65","<machine-learning><bayesian><bayesian-networks>","1",""
"87987","1","2021-01-15 01:15:06","0","153","<decision-trees><ensemble-learning>","1",""
"87991","1","2021-01-15 05:21:34","1","156","<nlp><text-mining><recommender-system><word-embeddings><similarity>","1",""
"88001","1","2021-01-15 11:37:09","0","153","<machine-learning><deep-learning><time-series><predictive-modeling><statistics>","1",""
"88002","1","2021-01-15 13:39:35","0","230","<deep-learning><cnn><pytorch><gan>","1",""
"88014","1","2021-01-15 17:09:23","1","168","<classification><feature-engineering><word-embeddings><text-classification><graph-neural-network>","1",""
"88019","1","2021-01-15 18:18:26","-1","77","<data-mining><unsupervised-learning><supervised-learning>","1",""
"88020","1","2021-01-15 18:19:05","1","1155","<python><pandas><dataframe><csv><finance>","1",""
"88042","1","2021-01-16 01:51:27","4","155","<decision-trees><bayesian>","1",""
"88043","1","2021-01-16 02:14:16","0","362","<python><correlation>","1",""
"90900","1","2021-03-19 20:00:13","0","69","<python><nlp><regression><sparse><metadata>","1",""
"88044","1","2021-01-16 03:50:30","0","28","<neural-network><deep-learning><gradient-descent><mini-batch-gradient-descent>","1",""
"90908","1","2021-03-20 01:59:04","1","2476","<machine-learning><tensorflow><transformer><named-entity-recognition><huggingface>","1",""
"88067","1","2021-01-16 18:32:40","1","67","<machine-learning><deep-learning><cnn>","1",""
"90910","1","2021-03-20 04:38:13","1","1230","<machine-learning><deep-learning><neural-network><convolutional-neural-network><convolution>","1",""
"88068","1","2021-01-16 18:33:09","2","21","<deep-learning><image-classification>","1",""
"88088","1","2021-01-17 15:11:31","1","180","<pandas><sampling><distribution><descriptive-statistics>","1",""
"88092","1","2021-01-17 17:05:41","1","265","<missing-data><hypothesis-testing>","1",""
"88093","1","2021-01-17 17:29:09","2","766","<logistic-regression><scoring>","1",""
"88097","1","2021-01-17 20:04:01","1","1077","<neural-network><nlp><transformer>","1",""
"88122","1","2021-01-18 05:05:48","1","939","<machine-learning><python><scikit-learn><preprocessing><data-imputation>","1",""
"90943","1","2021-03-21 12:18:28","1","102","<machine-learning><deep-learning><neural-network><gan><cyclegan>","1",""
"88124","1","2021-01-18 06:26:10","1","120","<python><spacy>","1",""
"90949","1","2021-03-21 16:10:54","1","143","<perceptron>","1",""
"88135","1","2021-01-18 12:44:17","2","337","<machine-learning><time-series><statistics><feature-selection><feature-extraction>","1",""
"88142","1","2021-01-18 15:37:16","0","23","<image-classification>","1",""
"90981","1","2021-03-22 09:48:58","0","381","<python><keras><time-series><autoencoder><anomaly-detection>","1",""
"90982","1","2021-03-22 10:55:04","0","694","<machine-learning><python><keras><scikit-learn><overfitting>","1",""
"88161","1","2021-01-18 21:13:41","2","1988","<classification><machine-learning-model><preprocessing><correlation>","1",""
"88164","1","2021-01-18 21:25:36","3","303","<machine-learning><machine-learning-model><model-selection><auc><roc>","1",""
